city,city_ascii,city_alt,lat,lng,country,iso2,iso3,admin_name,admin_name_ascii,admin_code,admin_type,capital,density,population,population_proper,ranking,timezone,same_name,id
Cherry Grove,Cherry Grove,,45.8021,-122.5763,United States,US,USA,Washington,Washington,US-WA,state,,120.0,738.0,738.0,3,America/Los_Angeles,False,1840037538
Chehalis Village,Chehalis Village,,46.8077,-123.1708,United States,US,USA,Washington,Washington,US-WA,state,,32.9,,,3,America/Los_Angeles,False,1840135583
Allison,Allison,,47.1404,-122.3957,United States,US,USA,Washington,Washington,US-WA,state,,485.2,,,4,America/Los_Angeles,False,1840119617
Alfalfa,Alfalfa,,46.3304,-120.2389,United States,US,USA,Washington,Washington,US-WA,state,,19.3,,,4,America/Los_Angeles,False,1840119616
Alderdale,Alderdale,,45.8349,-119.9209,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840033732
Adrian,Adrian,,47.391,-119.9176,United States,US,USA,Washington,Washington,US-WA,state,,0.4,,,5,America/Los_Angeles,False,1840119614
Agate Point,Agate Point,,47.714,-122.5532,United States,US,USA,Washington,Washington,US-WA,state,,189.3,,,4,America/Los_Angeles,False,1840119615
Adelaide,Adelaide,,47.3309,-122.3604,United States,US,USA,Washington,Washington,US-WA,state,,1388.4,,,4,America/Los_Angeles,False,1840037521
May Creek,May Creek,,47.8556,-121.6744,United States,US,USA,Washington,Washington,US-WA,state,,465.0,766.0,766.0,3,America/Los_Angeles,False,1840037857
Indianola,Indianola,,47.7566,-122.5142,United States,US,USA,Washington,Washington,US-WA,state,,258.0,3524.0,3524.0,3,America/Los_Angeles,False,1840017337
Shelton,Shelton,,47.2186,-123.112,United States,US,USA,Washington,Washington,US-WA,state,,708.0,20264.0,10655.0,3,America/Los_Angeles,False,1840021123
Vista,Vista,,46.2126,-119.21,United States,US,USA,Washington,Washington,US-WA,state,,618.8,,,4,America/Los_Angeles,False,1840120094
Venner,Venner,,46.4048,-120.502,United States,US,USA,Washington,Washington,US-WA,state,,15.6,,,4,America/Los_Angeles,False,1840120089
Velox,Velox,,47.6957,-117.1835,United States,US,USA,Washington,Washington,US-WA,state,,531.7,,,4,America/Los_Angeles,False,1840120088
Vashon Heights,Vashon Heights,,47.5057,-122.4654,United States,US,USA,Washington,Washington,US-WA,state,,492.3,,,4,America/Los_Angeles,False,1840037598
Port Discovery,Port Discovery,,48.0154,-122.8618,United States,US,USA,Washington,Washington,US-WA,state,,32.1,,,4,America/Los_Angeles,False,1840120628
Pinkney City,Pinkney City,,48.5763,-117.878,United States,US,USA,Washington,Washington,US-WA,state,,30.3,,,4,America/Los_Angeles,False,1840120721
Dixie,Dixie,,46.1392,-118.148,United States,US,USA,Washington,Washington,US-WA,state,,135.0,190.0,190.0,3,America/Los_Angeles,False,1840018487
McCredie,McCredie,,45.8207,-119.9978,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120729
Kayak Point,Kayak Point,,48.1387,-122.3342,United States,US,USA,Washington,Washington,US-WA,state,,120.0,1704.0,1704.0,3,America/Los_Angeles,False,1840041938
Oyehut,Oyehut,,47.0233,-124.1632,United States,US,USA,Washington,Washington,US-WA,state,,108.8,0.0,0.0,3,America/Los_Angeles,False,1840037697
Mazama,Mazama,,48.5921,-120.404,United States,US,USA,Washington,Washington,US-WA,state,,2.8,,,5,America/Los_Angeles,False,1840037794
Maywood,Maywood,,47.2301,-121.6351,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120586
Central Park,Central Park,,46.9705,-123.7018,United States,US,USA,Washington,Washington,US-WA,state,,351.0,3205.0,3205.0,3,America/Los_Angeles,False,1840017358
Kelso,Kelso,,46.1236,-122.891,United States,US,USA,Washington,Washington,US-WA,state,,589.0,12417.0,12417.0,3,America/Los_Angeles,False,1840018503
Irondale,Irondale,,48.042,-122.7727,United States,US,USA,Washington,Washington,US-WA,state,,469.3,,,3,America/Los_Angeles,False,1840037778
Goldstake,Goldstake,,48.9205,-118.2111,United States,US,USA,Washington,Washington,US-WA,state,,1.8,,,5,America/Los_Angeles,False,1840120528
Dole,Dole,,45.7832,-122.3379,United States,US,USA,Washington,Washington,US-WA,state,,11.6,,,4,America/Los_Angeles,False,1840120488
Synarep,Synarep,,48.521,-119.3309,United States,US,USA,Washington,Washington,US-WA,state,,4.2,,,5,America/Los_Angeles,False,1840037822
Newport Shores,Newport Shores,,47.5707,-122.1923,United States,US,USA,Washington,Washington,US-WA,state,,1428.5,,,4,America/Los_Angeles,False,1840120297
Newport Hills,Newport Hills,,47.5409,-122.1765,United States,US,USA,Washington,Washington,US-WA,state,,1462.4,,,4,America/Los_Angeles,False,1840037688
Clarkston,Clarkston,,46.4161,-117.0505,United States,US,USA,Washington,Washington,US-WA,state,,1385.0,7375.0,7375.0,3,America/Los_Angeles,False,1840018499
Sunnybank,Sunnybank,,47.8599,-120.1504,United States,US,USA,Washington,Washington,US-WA,state,,39.7,,,4,America/Los_Angeles,False,1840120661
Dodge,Dodge,,46.5249,-117.8219,United States,US,USA,Washington,Washington,US-WA,state,,14.3,,,4,America/Los_Angeles,False,1840120717
Rose Springs,Rose Springs,,46.2752,-117.5543,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120320
Ruff,Ruff,,47.1696,-118.9983,United States,US,USA,Washington,Washington,US-WA,state,,20.0,,,4,America/Los_Angeles,False,1840037709
Chillowist,Chillowist,,48.304,-119.637,United States,US,USA,Washington,Washington,US-WA,state,,10.7,,,4,America/Los_Angeles,False,1840120455
Wishkah,Wishkah,,47.1179,-123.7721,United States,US,USA,Washington,Washington,US-WA,state,,49.7,,,4,America/Los_Angeles,False,1840120751
Lone Pine,Lone Pine,,47.9824,-118.9631,United States,US,USA,Washington,Washington,US-WA,state,,437.5,,,4,America/Los_Angeles,False,1840150431
Little Hoquiam,Little Hoquiam,,47.3218,-122.9604,United States,US,USA,Washington,Washington,US-WA,state,,82.8,,,4,America/Los_Angeles,False,1840120270
Lind,Lind,,46.9703,-118.6164,United States,US,USA,Washington,Washington,US-WA,state,,196.0,563.0,563.0,3,America/Los_Angeles,False,1840021134
Littlerock,Littlerock,,46.9018,-123.0179,United States,US,USA,Washington,Washington,US-WA,state,,113.8,,,4,America/Los_Angeles,False,1840037679
Camp Discovery,Camp Discovery,,47.8112,-122.7938,United States,US,USA,Washington,Washington,US-WA,state,,6.8,,,5,America/Los_Angeles,False,1840120448
Galena,Galena,,47.8923,-121.4434,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120521
Canterwood,Canterwood,,47.3766,-122.6022,United States,US,USA,Washington,Washington,US-WA,state,,576.0,3218.0,3218.0,3,America/Los_Angeles,False,1840037842
Browns Point,Browns Point,,47.3035,-122.437,United States,US,USA,Washington,Washington,US-WA,state,,1058.0,1104.0,1104.0,3,America/Los_Angeles,False,1840037624
Bryant,Bryant,,48.24,-122.1638,United States,US,USA,Washington,Washington,US-WA,state,,114.0,1817.0,1817.0,3,America/Los_Angeles,False,1840023772
Buena,Buena,,46.4299,-120.3176,United States,US,USA,Washington,Washington,US-WA,state,,615.0,1084.0,1084.0,3,America/Los_Angeles,False,1840023850
Bunk Foss,Bunk Foss,,47.9617,-122.0944,United States,US,USA,Washington,Washington,US-WA,state,,392.0,3939.0,3939.0,3,America/Los_Angeles,False,1840041912
Janis,Janis,,48.6474,-119.4653,United States,US,USA,Washington,Washington,US-WA,state,,8.0,,,5,America/Los_Angeles,False,1840120553
Agate,Agate,,47.2134,-123.0124,United States,US,USA,Washington,Washington,US-WA,state,,100.0,,,4,America/Los_Angeles,False,1840120410
Fordair,Fordair,,47.636,-119.2695,United States,US,USA,Washington,Washington,US-WA,state,,85.8,,,4,America/Los_Angeles,False,1840120235
Florence,Florence,,48.2207,-122.3318,United States,US,USA,Washington,Washington,US-WA,state,,34.9,,,4,America/Los_Angeles,False,1840120234
Fletcher Bay,Fletcher Bay,,47.6407,-122.5771,United States,US,USA,Washington,Washington,US-WA,state,,526.8,,,4,America/Los_Angeles,False,1840120233
Fisher,Fisher,,45.5898,-122.5037,United States,US,USA,Washington,Washington,US-WA,state,,444.1,,,4,America/Los_Angeles,False,1840120231
Carson,Carson,,45.7353,-121.8219,United States,US,USA,Washington,Washington,US-WA,state,,228.0,2830.0,2830.0,3,America/Los_Angeles,False,1840017391
Kitsap Lake,Kitsap Lake,,47.5904,-122.7088,United States,US,USA,Washington,Washington,US-WA,state,,661.3,,,3,America/Los_Angeles,False,1840037673
Algona,Algona,,47.2819,-122.2504,United States,US,USA,Washington,Washington,US-WA,state,,958.0,3208.0,3208.0,3,America/Los_Angeles,False,1840018415
Telma,Telma,,47.8432,-120.8157,United States,US,USA,Washington,Washington,US-WA,state,,1.4,,,5,America/Los_Angeles,False,1840037825
Irwin,Irwin,,47.6927,-117.2447,United States,US,USA,Washington,Washington,US-WA,state,,130.7,,,4,America/Los_Angeles,False,1840120180
Schlomer,Schlomer,,46.6974,-118.9231,United States,US,USA,Washington,Washington,US-WA,state,,0.9,,,5,America/Los_Angeles,False,1840120163
Rocklyn,Rocklyn,,47.6296,-118.2697,United States,US,USA,Washington,Washington,US-WA,state,,0.8,,,5,America/Los_Angeles,False,1840120161
Penrith,Penrith,,48.1521,-117.0994,United States,US,USA,Washington,Washington,US-WA,state,,29.9,,,4,America/Los_Angeles,False,1840120159
Risbeck,Risbeck,,46.8638,-117.3138,United States,US,USA,Washington,Washington,US-WA,state,,3.0,,,5,America/Los_Angeles,False,1840120160
Klickitat,Klickitat,,45.818,-121.1626,United States,US,USA,Washington,Washington,US-WA,state,,99.0,243.0,243.0,3,America/Los_Angeles,False,1840017404
The Highlands,The Highlands,,47.7437,-122.3696,United States,US,USA,Washington,Washington,US-WA,state,,380.5,,,4,America/Los_Angeles,False,1840120342
Inchelium,Inchelium,,48.3379,-118.2372,United States,US,USA,Washington,Washington,US-WA,state,,4.0,326.0,326.0,3,America/Los_Angeles,False,1840017307
Colville,Colville,,48.5454,-117.8986,United States,US,USA,Washington,Washington,US-WA,state,,604.0,5135.0,4832.0,3,America/Los_Angeles,False,1840018361
Murdock,Murdock,,45.6543,-121.1884,United States,US,USA,Washington,Washington,US-WA,state,,143.3,,,4,America/Los_Angeles,False,1840120595
Pleasant Valley,Pleasant Valley,,48.9065,-122.7046,United States,US,USA,Washington,Washington,US-WA,state,,58.1,,,4,America/Los_Angeles,False,1840150606
Cherokee Bay Park,Cherokee Bay Park,,47.3604,-122.0504,United States,US,USA,Washington,Washington,US-WA,state,,2423.9,,,4,America/Los_Angeles,False,1840120206
Chattaroy,Chattaroy,,47.8896,-117.3577,United States,US,USA,Washington,Washington,US-WA,state,,68.3,,,4,America/Los_Angeles,False,1840037629
Charleston,Charleston,,47.5612,-122.6596,United States,US,USA,Washington,Washington,US-WA,state,,1587.8,,,4,America/Los_Angeles,False,1840120205
Magnolia Beach,Magnolia Beach,,47.382,-122.4832,United States,US,USA,Washington,Washington,US-WA,state,,182.7,,,4,America/Los_Angeles,False,1840037501
North Yelm,North Yelm,,46.9648,-122.603,United States,US,USA,Washington,Washington,US-WA,state,,389.0,3365.0,3365.0,3,America/Los_Angeles,False,1840037880
North Sultan,North Sultan,,47.8829,-121.8253,United States,US,USA,Washington,Washington,US-WA,state,,157.0,237.0,237.0,3,America/Los_Angeles,False,1840037859
Bromart,Bromart,,47.8995,-122.099,United States,US,USA,Washington,Washington,US-WA,state,,47.3,,,4,America/Los_Angeles,False,1840119666
Bolles,Bolles,,46.2782,-118.2225,United States,US,USA,Washington,Washington,US-WA,state,,5.0,,,5,America/Los_Angeles,False,1840119661
Brace,Brace,,46.6276,-120.5773,United States,US,USA,Washington,Washington,US-WA,state,,104.4,,,4,America/Los_Angeles,False,1840119663
Boylston,Boylston,,46.9137,-120.2345,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840119662
Brennan,Brennan,,48.8223,-122.5624,United States,US,USA,Washington,Washington,US-WA,state,,48.4,,,4,America/Los_Angeles,False,1840119665
Kingston,Kingston,,47.8014,-122.4989,United States,US,USA,Washington,Washington,US-WA,state,,453.0,2193.0,2193.0,3,America/Los_Angeles,False,1840017338
Wauna,Wauna,,47.386,-122.6694,United States,US,USA,Washington,Washington,US-WA,state,,261.0,4294.0,4294.0,3,America/Los_Angeles,False,1840023842
Prindle,Prindle,,45.5854,-122.1562,United States,US,USA,Washington,Washington,US-WA,state,,66.1,,,4,America/Los_Angeles,False,1840119588
Seabold,Seabold,,47.7007,-122.5574,United States,US,USA,Washington,Washington,US-WA,state,,191.4,,,4,America/Los_Angeles,False,1840119589
Indian Village,Indian Village,,48.5729,-122.6507,United States,US,USA,Washington,Washington,US-WA,state,,34.5,,,4,America/Los_Angeles,False,1840120254
Illahee,Illahee,,47.6129,-122.5968,United States,US,USA,Washington,Washington,US-WA,state,,767.7,,,4,America/Los_Angeles,False,1840120253
Island View,Island View,,46.2393,-119.2233,United States,US,USA,Washington,Washington,US-WA,state,,584.0,,,4,America/Los_Angeles,False,1840037667
Interlaken,Interlaken,,47.1557,-122.5418,United States,US,USA,Washington,Washington,US-WA,state,,876.0,,,4,America/Los_Angeles,False,1840120255
Tekoa,Tekoa,,47.2247,-117.0732,United States,US,USA,Washington,Washington,US-WA,state,,251.0,799.0,799.0,3,America/Los_Angeles,False,1840021135
Elwha,Elwha,,48.0606,-123.5944,United States,US,USA,Washington,Washington,US-WA,state,,59.1,,,4,America/Los_Angeles,False,1840120504
Hilda,Hilda,,46.6368,-123.3696,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840119815
Eastmont,Eastmont,,47.8968,-122.1817,United States,US,USA,Washington,Washington,US-WA,state,,1640.0,21733.0,21733.0,3,America/Los_Angeles,False,1840139116
Donald,Donald,,46.4737,-120.3923,United States,US,USA,Washington,Washington,US-WA,state,,14.3,0.0,0.0,3,America/Los_Angeles,False,1840023853
Discovery Bay,Discovery Bay,,47.9901,-122.8918,United States,US,USA,Washington,Washington,US-WA,state,,12.8,,,4,America/Los_Angeles,False,1840120712
Bristol,Bristol,,47.1446,-120.7979,United States,US,USA,Washington,Washington,US-WA,state,,2.3,,,5,America/Los_Angeles,False,1840120444
Triton,Triton,,47.6048,-122.9899,United States,US,USA,Washington,Washington,US-WA,state,,116.2,,,4,America/Los_Angeles,False,1840120673
Koren,Koren,,46.7951,-119.0164,United States,US,USA,Washington,Washington,US-WA,state,,0.2,,,5,America/Los_Angeles,False,1840120177
American Lake Garden Tract,American Lake Garden Tract,,47.1223,-122.5354,United States,US,USA,Washington,Washington,US-WA,state,,968.8,,,4,America/Los_Angeles,False,1840120374
Diamond Lake,Diamond Lake,,48.1218,-117.1991,United States,US,USA,Washington,Washington,US-WA,state,,93.6,,,4,America/Los_Angeles,False,1840120485
Nisqually Vista,Nisqually Vista,,46.7868,-121.7476,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120748
Wilbur,Wilbur,,47.7581,-118.7118,United States,US,USA,Washington,Washington,US-WA,state,,252.0,861.0,861.0,3,America/Los_Angeles,False,1840022296
Mojonnier,Mojonnier,,46.0268,-118.425,United States,US,USA,Washington,Washington,US-WA,state,,77.7,,,4,America/Los_Angeles,False,1840119906
Mold,Mold,,47.7429,-119.342,United States,US,USA,Washington,Washington,US-WA,state,,0.2,,,5,America/Los_Angeles,False,1840119907
Mondovi,Mondovi,,47.6813,-118.0164,United States,US,USA,Washington,Washington,US-WA,state,,9.4,,,5,America/Los_Angeles,False,1840037576
Monohon,Monohon,,47.5798,-122.0748,United States,US,USA,Washington,Washington,US-WA,state,,487.8,,,4,America/Los_Angeles,False,1840119908
Moody,Moody,,47.2226,-118.9167,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840119909
Moona,Moona,,45.7857,-120.1056,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840119910
Mora,Mora,,47.9212,-124.618,United States,US,USA,Washington,Washington,US-WA,state,,2.9,,,5,America/Los_Angeles,False,1840119911
Mountain Top,Mountain Top,,46.2418,-117.7644,United States,US,USA,Washington,Washington,US-WA,state,,0.3,,,5,America/Los_Angeles,False,1840119912
Boyds,Boyds,,48.7244,-118.1322,United States,US,USA,Washington,Washington,US-WA,state,,89.0,45.0,45.0,3,America/Los_Angeles,False,1840026091
Madrona,Madrona,,47.6082,-122.2954,United States,US,USA,Washington,Washington,US-WA,state,,4470.4,,,4,America/Los_Angeles,False,1840120384
Duvall,Duvall,,47.7354,-121.9726,United States,US,USA,Washington,Washington,US-WA,state,,1277.0,8107.0,8107.0,3,America/Los_Angeles,False,1840018427
DuPont,DuPont,,47.1079,-122.6496,United States,US,USA,Washington,Washington,US-WA,state,,631.0,9516.0,9516.0,3,America/Los_Angeles,False,1840018457
Quinault,Quinault,,47.467,-123.8455,United States,US,USA,Washington,Washington,US-WA,state,,33.0,,,4,America/Los_Angeles,False,1840037808
East Spokane,East Spokane,,47.6535,-117.3152,United States,US,USA,Washington,Washington,US-WA,state,,1332.1,,,4,America/Los_Angeles,False,1840120224
East Farms,East Farms,,47.7074,-117.0524,United States,US,USA,Washington,Washington,US-WA,state,,753.0,,,3,America/Los_Angeles,False,1840037644
Foy,Foy,,47.734,-122.3451,United States,US,USA,Washington,Washington,US-WA,state,,2293.2,,,4,America/Los_Angeles,False,1840119574
Sagemoor,Sagemoor,,46.3987,-119.0617,United States,US,USA,Washington,Washington,US-WA,state,,4.3,,,5,America/Los_Angeles,False,1840120004
Saint Andrews,Saint Andrews,,47.6996,-119.4264,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120006
Saginaw,Saginaw,,46.9723,-123.3868,United States,US,USA,Washington,Washington,US-WA,state,,4.1,,,5,America/Los_Angeles,False,1840120005
Ruth,Ruth,,46.607,-123.1199,United States,US,USA,Washington,Washington,US-WA,state,,4.8,,,5,America/Los_Angeles,False,1840120000
Ruxby,Ruxby,,46.5751,-118.4908,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120002
Sampson,Sampson,,47.0418,-124.1652,United States,US,USA,Washington,Washington,US-WA,state,,8.7,,,5,America/Los_Angeles,False,1840120008
Saint Clair,Saint Clair,,47.024,-122.7243,United States,US,USA,Washington,Washington,US-WA,state,,11.6,,,4,America/Los_Angeles,False,1840120007
Guler,Guler,,45.9996,-121.5406,United States,US,USA,Washington,Washington,US-WA,state,,99.1,,,4,America/Los_Angeles,False,1840120532
Curtis,Curtis,,46.587,-123.1101,United States,US,USA,Washington,Washington,US-WA,state,,22.6,,,4,America/Los_Angeles,False,1840119711
Darknell,Darknell,,47.428,-117.1657,United States,US,USA,Washington,Washington,US-WA,state,,0.8,,,5,America/Los_Angeles,False,1840119713
Croskey,Croskey,,47.3074,-117.8419,United States,US,USA,Washington,Washington,US-WA,state,,0.1,,,5,America/Los_Angeles,False,1840119709
Cromwell,Cromwell,,47.2743,-122.6224,United States,US,USA,Washington,Washington,US-WA,state,,394.2,,,4,America/Los_Angeles,False,1840037543
Deep Creek,Deep Creek,,47.6429,-117.7122,United States,US,USA,Washington,Washington,US-WA,state,,20.5,,,4,America/Los_Angeles,False,1840023917
Monse,Monse,,48.1413,-119.6778,United States,US,USA,Washington,Washington,US-WA,state,,7.9,,,5,America/Los_Angeles,False,1840037798
East Olympia,East Olympia,,46.9676,-122.8357,United States,US,USA,Washington,Washington,US-WA,state,,241.2,,,4,America/Los_Angeles,False,1840037493
Brookdale,Brookdale,,47.1418,-122.3832,United States,US,USA,Washington,Washington,US-WA,state,,384.2,,,4,America/Los_Angeles,False,1840120197
Brownstown,Brownstown,,46.4043,-120.607,United States,US,USA,Washington,Washington,US-WA,state,,10.3,,,4,America/Los_Angeles,False,1840120198
Kid Valley,Kid Valley,,46.3729,-122.6193,United States,US,USA,Washington,Washington,US-WA,state,,11.0,,,4,America/Los_Angeles,False,1840120562
Artic,Artic,,46.889,-123.7146,United States,US,USA,Washington,Washington,US-WA,state,,26.7,,,4,America/Los_Angeles,False,1840119626
Ash,Ash,,46.2532,-118.8433,United States,US,USA,Washington,Washington,US-WA,state,,74.0,,,4,America/Los_Angeles,False,1840119627
Ashue,Ashue,,46.4043,-120.4595,United States,US,USA,Washington,Washington,US-WA,state,,27.6,,,4,America/Los_Angeles,False,1840119628
Attalia,Attalia,,46.1079,-118.92,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840119629
Atwood,Atwood,,47.1004,-119.1242,United States,US,USA,Washington,Washington,US-WA,state,,2.4,,,5,America/Los_Angeles,False,1840119630
Audrey,Audrey,,46.6274,-119.6153,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840119631
Babb,Babb,,47.4582,-117.6577,United States,US,USA,Washington,Washington,US-WA,state,,6.8,,,5,America/Los_Angeles,False,1840119633
Babcock,Babcock,,46.3257,-118.5933,United States,US,USA,Washington,Washington,US-WA,state,,0.5,,,5,America/Los_Angeles,False,1840119634
Bacon,Bacon,,47.5007,-119.3303,United States,US,USA,Washington,Washington,US-WA,state,,0.6,,,5,America/Los_Angeles,False,1840119635
Mohler,Mohler,,47.4049,-118.3291,United States,US,USA,Washington,Washington,US-WA,state,,4.0,,,5,America/Los_Angeles,False,1840037575
Evans,Evans,,48.7135,-118.0253,United States,US,USA,Washington,Washington,US-WA,state,,20.2,,,4,America/Los_Angeles,False,1840037765
Teske,Teske,,47.074,-118.1527,United States,US,USA,Washington,Washington,US-WA,state,,0.4,,,5,America/Los_Angeles,False,1840120169
Thera,Thera,,46.936,-117.5546,United States,US,USA,Washington,Washington,US-WA,state,,2.5,,,5,America/Los_Angeles,False,1840120170
Tokio,Tokio,,47.2096,-118.2697,United States,US,USA,Washington,Washington,US-WA,state,,1.1,,,5,America/Los_Angeles,False,1840120171
Telford,Telford,,47.6943,-118.4072,United States,US,USA,Washington,Washington,US-WA,state,,1.5,,,5,America/Los_Angeles,False,1840120168
Toutle,Toutle,,46.3248,-122.7365,United States,US,USA,Washington,Washington,US-WA,state,,66.3,,,4,America/Los_Angeles,False,1840120172
Amber,Amber,,47.3518,-117.7116,United States,US,USA,Washington,Washington,US-WA,state,,1.8,,,5,America/Los_Angeles,False,1840037614
Kendall,Kendall,,48.9167,-122.1381,United States,US,USA,Washington,Washington,US-WA,state,,8.0,18.0,18.0,3,America/Los_Angeles,False,1840017293
Bay View,Bay View,,48.487,-122.4628,United States,US,USA,Washington,Washington,US-WA,state,,98.0,662.0,662.0,3,America/Los_Angeles,False,1840037745
Bay Center,Bay Center,,46.6211,-123.9533,United States,US,USA,Washington,Washington,US-WA,state,,81.0,198.0,198.0,3,America/Los_Angeles,False,1840017375
Hampton,Hampton,,48.9421,-122.3421,United States,US,USA,Washington,Washington,US-WA,state,,20.9,,,4,America/Los_Angeles,False,1840119802
Guemes,Guemes,,48.5301,-122.6249,United States,US,USA,Washington,Washington,US-WA,state,,25.5,,,4,America/Los_Angeles,False,1840119800
Hadley,Hadley,,46.1768,-118.3827,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840119801
Gravelles,Gravelles,,47.621,-117.9991,United States,US,USA,Washington,Washington,US-WA,state,,0.7,,,5,America/Los_Angeles,False,1840119795
Gray Gables,Gray Gables,,47.0134,-124.0093,United States,US,USA,Washington,Washington,US-WA,state,,41.8,,,4,America/Los_Angeles,False,1840119796
Krupp,Krupp,Marlin,47.4105,-118.9887,United States,US,USA,Washington,Washington,US-WA,state,,34.0,52.0,52.0,3,America/Los_Angeles,False,1840074934
Lona Beach,Lona Beach,,48.2043,-122.4465,United States,US,USA,Washington,Washington,US-WA,state,,86.2,,,4,America/Los_Angeles,False,1840120383
Warnick,Warnick,,48.9021,-121.9893,United States,US,USA,Washington,Washington,US-WA,state,,11.9,,,4,America/Los_Angeles,False,1840120688
North Pine,North Pine,,47.2818,-117.3649,United States,US,USA,Washington,Washington,US-WA,state,,0.7,,,5,America/Los_Angeles,False,1840119927
North Nemah,North Nemah,,46.5137,-123.8638,United States,US,USA,Washington,Washington,US-WA,state,,6.7,,,5,America/Los_Angeles,False,1840119926
Northrup,Northrup,,47.6329,-122.1854,United States,US,USA,Washington,Washington,US-WA,state,,112.9,,,4,America/Los_Angeles,False,1840119929
North Prosser,North Prosser,,46.2321,-119.7684,United States,US,USA,Washington,Washington,US-WA,state,,203.4,,,4,America/Los_Angeles,False,1840119928
Novara,Novara,,46.8757,-119.1536,United States,US,USA,Washington,Washington,US-WA,state,,1.4,,,5,America/Los_Angeles,False,1840119931
Northwood,Northwood,,48.9643,-122.4074,United States,US,USA,Washington,Washington,US-WA,state,,106.6,,,4,America/Los_Angeles,False,1840119930
Novelty,Novelty,,47.709,-121.9846,United States,US,USA,Washington,Washington,US-WA,state,,12.0,,,4,America/Los_Angeles,False,1840037580
Ocean Grove,Ocean Grove,,47.182,-124.1963,United States,US,USA,Washington,Washington,US-WA,state,,0.8,,,5,America/Los_Angeles,False,1840119932
Seola Beach,Seola Beach,,47.4934,-122.3679,United States,US,USA,Washington,Washington,US-WA,state,,1245.5,,,4,America/Los_Angeles,False,1840120328
Whittier,Whittier,,47.2898,-121.3176,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120699
Wickersham,Wickersham,,48.6551,-122.2129,United States,US,USA,Washington,Washington,US-WA,state,,109.4,,,4,America/Los_Angeles,False,1840037832
Sutton,Sutton,,46.9027,-117.8441,United States,US,USA,Washington,Washington,US-WA,state,,0.4,,,5,America/Los_Angeles,False,1840120057
Sutico,Sutico,,46.6329,-123.5257,United States,US,USA,Washington,Washington,US-WA,state,,2.8,,,5,America/Los_Angeles,False,1840120056
Susie,Susie,,46.5921,-119.6234,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120055
Swem,Swem,,46.6598,-123.4046,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120061
Swede Hill,Swede Hill,,47.3532,-122.619,United States,US,USA,Washington,Washington,US-WA,state,,628.2,,,4,America/Los_Angeles,False,1840120060
Swantown,Swantown,,48.3051,-122.713,United States,US,USA,Washington,Washington,US-WA,state,,64.6,,,4,America/Los_Angeles,False,1840120059
Swale,Swale,,45.7585,-121.0723,United States,US,USA,Washington,Washington,US-WA,state,,1.2,,,5,America/Los_Angeles,False,1840120058
Tulker,Tulker,,48.2815,-121.7654,United States,US,USA,Washington,Washington,US-WA,state,,11.4,,,4,America/Los_Angeles,False,1840120675
Warner,Warner,,47.1532,-117.1374,United States,US,USA,Washington,Washington,US-WA,state,,0.5,,,5,America/Los_Angeles,False,1840120393
Rhodesia Beach,Rhodesia Beach,,46.6137,-123.9571,United States,US,USA,Washington,Washington,US-WA,state,,88.7,,,4,America/Los_Angeles,False,1840120316
Ayer,Ayer,,46.5963,-118.3483,United States,US,USA,Washington,Washington,US-WA,state,,0.2,,,5,America/Los_Angeles,False,1840033731
Peyton,Peyton,,46.6282,-117.8002,United States,US,USA,Washington,Washington,US-WA,state,,0.5,,,5,America/Los_Angeles,False,1840119607
Purrington,Purrington,,46.6635,-117.766,United States,US,USA,Washington,Washington,US-WA,state,,1.4,,,5,America/Los_Angeles,False,1840119608
Swift,Swift,,46.6752,-117.5991,United States,US,USA,Washington,Washington,US-WA,state,,0.2,,,5,America/Los_Angeles,False,1840119611
