city,city_ascii,city_alt,lat,lng,country,iso2,iso3,admin_name,admin_name_ascii,admin_code,admin_type,capital,density,population,population_proper,ranking,timezone,same_name,id
Holly Park,Holly Park,,47.5418,-122.2918,United States,US,USA,Washington,Washington,US-WA,state,,4570.0,,,4,America/Los_Angeles,False,1840120246
Holman,Holman,,46.3265,-124.0549,United States,US,USA,Washington,Washington,US-WA,state,,457.7,,,4,America/Los_Angeles,False,1840120248
Hoquiam,Hoquiam,,46.9863,-123.9022,United States,US,USA,Washington,Washington,US-WA,state,,350.0,8655.0,8655.0,3,America/Los_Angeles,False,1840019845
Home Valley,Home Valley,,45.6982,-121.7765,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120251
Leadpoint,Leadpoint,,48.9094,-117.5875,United States,US,USA,Washington,Washington,US-WA,state,,6.3,,,5,America/Los_Angeles,False,1840037784
Amboy,Amboy,,45.9122,-122.4796,United States,US,USA,Washington,Washington,US-WA,state,,72.0,1875.0,1875.0,3,America/Los_Angeles,False,1840017396
Rayville,Rayville,,47.0443,-123.3174,United States,US,USA,Washington,Washington,US-WA,state,,42.3,,,4,America/Los_Angeles,False,1840119973
Ralston,Ralston,,46.9838,-118.3427,United States,US,USA,Washington,Washington,US-WA,state,,0.7,,,5,America/Los_Angeles,False,1840033741
Raeco,Raeco,,47.3832,-122.4079,United States,US,USA,Washington,Washington,US-WA,state,,70.1,,,4,America/Los_Angeles,False,1840119972
Wollochet,Wollochet,,47.2828,-122.5769,United States,US,USA,Washington,Washington,US-WA,state,,418.0,6365.0,6365.0,3,America/Los_Angeles,False,1840023843
North Fort Lewis,North Fort Lewis,,47.122,-122.5966,United States,US,USA,Washington,Washington,US-WA,state,,415.0,6355.0,6355.0,3,America/Los_Angeles,False,1840042007
Parker,Parker,,46.5022,-120.4668,United States,US,USA,Washington,Washington,US-WA,state,,240.0,74.0,74.0,3,America/Los_Angeles,False,1840023856
Wishram,Wishram,,45.6599,-120.9698,United States,US,USA,Washington,Washington,US-WA,state,,159.0,529.0,529.0,3,America/Los_Angeles,False,1840018528
Middle Nemah,Middle Nemah,,46.4837,-123.8871,United States,US,USA,Washington,Washington,US-WA,state,,2.2,,,5,America/Los_Angeles,False,1840119896
Midlakes,Midlakes,,47.6159,-122.1826,United States,US,USA,Washington,Washington,US-WA,state,,1166.7,,,4,America/Los_Angeles,False,1840119897
Megler,Megler,,46.2509,-123.8576,United States,US,USA,Washington,Washington,US-WA,state,,9.9,,,5,America/Los_Angeles,False,1840037572
Menoken,Menoken,,46.2993,-118.1619,United States,US,USA,Washington,Washington,US-WA,state,,0.4,,,5,America/Los_Angeles,False,1840119892
McKay,McKay,,46.3374,-118.138,United States,US,USA,Washington,Washington,US-WA,state,,0.4,,,5,America/Los_Angeles,False,1840119891
Metum,Metum,,47.6918,-122.404,United States,US,USA,Washington,Washington,US-WA,state,,500.7,,,4,America/Los_Angeles,False,1840119894
Michigan Hill,Michigan Hill,,46.7779,-123.1004,United States,US,USA,Washington,Washington,US-WA,state,,14.0,,,4,America/Los_Angeles,False,1840119895
Meskill,Meskill,,46.6382,-123.171,United States,US,USA,Washington,Washington,US-WA,state,,10.8,,,4,America/Los_Angeles,False,1840119893
Nisqually,Nisqually,,47.0565,-122.7012,United States,US,USA,Washington,Washington,US-WA,state,,341.3,,,4,America/Los_Angeles,False,1840037738
Osceola,Osceola,,47.1951,-122.0373,United States,US,USA,Washington,Washington,US-WA,state,,70.6,,,4,America/Los_Angeles,False,1840120616
Porter,Porter,,46.9489,-123.2736,United States,US,USA,Washington,Washington,US-WA,state,,5.0,122.0,122.0,3,America/Los_Angeles,False,1840023818
Fairview,Fairview,,47.6215,-122.6685,United States,US,USA,Washington,Washington,US-WA,state,,623.2,,,4,America/Los_Angeles,False,1840037652
Erlands Point,Erlands Point,,47.6024,-122.6942,United States,US,USA,Washington,Washington,US-WA,state,,797.2,,,3,America/Los_Angeles,False,1840037651
Eufaula,Eufaula,,46.1957,-123.0479,United States,US,USA,Washington,Washington,US-WA,state,,54.5,,,4,America/Los_Angeles,False,1840120225
Evansville,Evansville,,47.4812,-122.3329,United States,US,USA,Washington,Washington,US-WA,state,,1621.0,,,4,America/Los_Angeles,False,1840120226
Eltopia,Eltopia,,46.4587,-119.0172,United States,US,USA,Washington,Washington,US-WA,state,,79.4,,,4,America/Los_Angeles,False,1840037650
Selleck,Selleck,,47.3757,-121.8684,United States,US,USA,Washington,Washington,US-WA,state,,89.9,,,4,America/Los_Angeles,False,1840037816
Galvin,Galvin,,46.7423,-123.0271,United States,US,USA,Washington,Washington,US-WA,state,,117.1,,,4,America/Los_Angeles,False,1840119575
Ronan,Ronan,,46.3638,-117.9224,United States,US,USA,Washington,Washington,US-WA,state,,1.2,,,5,America/Los_Angeles,False,1840119991
Rogersburg,Rogersburg,,46.0782,-116.9796,United States,US,USA,Washington,Washington,US-WA,state,,1.5,,,5,America/Los_Angeles,False,1840119990
Rodna,Rodna,,47.2954,-117.7999,United States,US,USA,Washington,Washington,US-WA,state,,0.2,,,5,America/Los_Angeles,False,1840119989
Rocky Ridge,Rocky Ridge,,47.0198,-122.369,United States,US,USA,Washington,Washington,US-WA,state,,237.3,,,4,America/Los_Angeles,False,1840119988
Rockaway Beach,Rockaway Beach,,48.2054,-122.5365,United States,US,USA,Washington,Washington,US-WA,state,,165.3,,,4,America/Los_Angeles,False,1840119987
Robinson,Robinson,,46.299,-118.2939,United States,US,USA,Washington,Washington,US-WA,state,,10.8,,,4,America/Los_Angeles,False,1840119985
Ritell,Ritell,,47.0354,-119.0861,United States,US,USA,Washington,Washington,US-WA,state,,7.3,,,5,America/Los_Angeles,False,1840119983
Riparia,Riparia,,46.5785,-118.0869,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840119982
Mohrweis,Mohrweis,,47.3115,-123.2346,United States,US,USA,Washington,Washington,US-WA,state,,34.4,,,4,America/Los_Angeles,False,1840120592
Molson,Molson,,48.981,-119.2006,United States,US,USA,Washington,Washington,US-WA,state,,5.0,,,5,America/Los_Angeles,False,1840037796
Birch Bay Circle Grange,Birch Bay Circle Grange,,48.9337,-122.748,United States,US,USA,Washington,Washington,US-WA,state,,698.7,,,4,America/Los_Angeles,False,1840120195
Skyway,Skyway,,47.4915,-122.2543,United States,US,USA,Washington,Washington,US-WA,state,,2440.5,,,2,America/Los_Angeles,False,1840037620
Blockhouse,Blockhouse,,45.8396,-120.9376,United States,US,USA,Washington,Washington,US-WA,state,,16.6,,,4,America/Los_Angeles,False,1840037621
Boston Harbor,Boston Harbor,,47.1384,-122.901,United States,US,USA,Washington,Washington,US-WA,state,,526.9,,,4,America/Los_Angeles,False,1840037622
Kerriston,Kerriston,,47.4548,-121.8576,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120560
Harter,Harter,,48.6321,-118.1203,United States,US,USA,Washington,Washington,US-WA,state,,237.6,,,4,America/Los_Angeles,False,1840120539
Clyde,Clyde,,46.4113,-118.4472,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840119698
Coalfield,Coalfield,,47.5026,-122.1218,United States,US,USA,Washington,Washington,US-WA,state,,165.6,,,4,America/Los_Angeles,False,1840037540
Coey,Coey,,47.498,-117.1121,United States,US,USA,Washington,Washington,US-WA,state,,3.7,,,5,America/Los_Angeles,False,1840119699
Cokedale,Cokedale,,48.5221,-122.1721,United States,US,USA,Washington,Washington,US-WA,state,,38.1,,,4,America/Los_Angeles,False,1840119700
Clearbrook,Clearbrook,,48.9787,-122.3224,United States,US,USA,Washington,Washington,US-WA,state,,34.1,,,4,America/Los_Angeles,False,1840119695
Cleveland,Cleveland,,45.9707,-120.3531,United States,US,USA,Washington,Washington,US-WA,state,,7.4,,,5,America/Los_Angeles,False,1840119696
Cloverland,Cloverland,,46.2504,-117.2504,United States,US,USA,Washington,Washington,US-WA,state,,8.8,,,5,America/Los_Angeles,False,1840119697
Colby,Colby,,47.5326,-122.5457,United States,US,USA,Washington,Washington,US-WA,state,,526.6,,,4,America/Los_Angeles,False,1840119701
Colvos,Colvos,,47.4762,-122.4907,United States,US,USA,Washington,Washington,US-WA,state,,118.3,,,4,America/Los_Angeles,False,1840037541
Yakima,Yakima,,46.5923,-120.5496,United States,US,USA,Washington,Washington,US-WA,state,,1300.0,133191.0,93637.0,2,America/Los_Angeles,False,1840021154
Birdsview,Birdsview,,48.5223,-121.8754,United States,US,USA,Washington,Washington,US-WA,state,,73.6,,,4,America/Los_Angeles,False,1840120439
Ocean City,Ocean City,,47.0762,-124.1619,United States,US,USA,Washington,Washington,US-WA,state,,24.0,213.0,213.0,3,America/Los_Angeles,False,1840018444
Victor,Victor,,47.3776,-122.816,United States,US,USA,Washington,Washington,US-WA,state,,98.7,,,4,America/Los_Angeles,False,1840148793
Grayland,Grayland,,46.8304,-124.0898,United States,US,USA,Washington,Washington,US-WA,state,,40.0,722.0,722.0,3,America/Los_Angeles,False,1840017360
Cottage Lake,Cottage Lake,,47.7466,-122.0755,United States,US,USA,Washington,Washington,US-WA,state,,384.0,22677.0,22677.0,3,America/Los_Angeles,False,1840037848
Metaline,Metaline,,48.8533,-117.3892,United States,US,USA,Washington,Washington,US-WA,state,,231.0,183.0,183.0,3,America/Los_Angeles,False,1840022276
Schoonover,Schoonover,,47.2315,-118.5814,United States,US,USA,Washington,Washington,US-WA,state,,1.0,,,5,America/Los_Angeles,False,1840120164
Rockwell,Rockwell,,47.1474,-118.0105,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120162
Parvin,Parvin,,46.8482,-117.2832,United States,US,USA,Washington,Washington,US-WA,state,,1.7,,,5,America/Los_Angeles,False,1840120157
Paxton,Paxton,,47.0507,-118.0047,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120158
Olema,Olema,,48.2857,-119.8042,United States,US,USA,Washington,Washington,US-WA,state,,6.2,,,5,America/Los_Angeles,False,1840120611
Burt,Burt,,46.6662,-123.4604,United States,US,USA,Washington,Washington,US-WA,state,,0.2,,,5,America/Los_Angeles,False,1840119677
Byron,Byron,,46.1879,-119.8745,United States,US,USA,Washington,Washington,US-WA,state,,14.1,,,4,America/Los_Angeles,False,1840119679
Hite,Hite,,47.6641,-117.7788,United States,US,USA,Washington,Washington,US-WA,state,,0.7,,,5,America/Los_Angeles,False,1840119817
Holcomb,Holcomb,,46.572,-123.6174,United States,US,USA,Washington,Washington,US-WA,state,,5.9,,,5,America/Los_Angeles,False,1840119818
Hillhurst,Hillhurst,,47.0868,-122.5071,United States,US,USA,Washington,Washington,US-WA,state,,4.2,,,5,America/Los_Angeles,False,1840119816
Herron,Herron,,47.2743,-122.8124,United States,US,USA,Washington,Washington,US-WA,state,,85.3,,,4,America/Los_Angeles,False,1840119813
Holmes,Holmes,,46.9582,-120.5301,United States,US,USA,Washington,Washington,US-WA,state,,24.4,,,4,America/Los_Angeles,False,1840119819
Hood,Hood,,45.7248,-121.5581,United States,US,USA,Washington,Washington,US-WA,state,,7.4,,,5,America/Los_Angeles,False,1840037555
Kittitas,Kittitas,,46.9837,-120.419,United States,US,USA,Washington,Washington,US-WA,state,,740.0,1497.0,1497.0,3,America/Los_Angeles,False,1840019843
Kirkland,Kirkland,,47.6974,-122.2054,United States,US,USA,Washington,Washington,US-WA,state,,2016.0,93010.0,93010.0,2,America/Los_Angeles,False,1840019836
Nespelem,Nespelem,,48.167,-118.9722,United States,US,USA,Washington,Washington,US-WA,state,,780.0,392.0,392.0,3,America/Los_Angeles,False,1840022268
Edgewood,Edgewood,,47.2309,-122.2832,United States,US,USA,Washington,Washington,US-WA,state,,601.0,13053.0,13053.0,3,America/Los_Angeles,False,1840019852
Edmonds,Edmonds,,47.8115,-122.3533,United States,US,USA,Washington,Washington,US-WA,state,,1844.0,42605.0,42605.0,3,America/Los_Angeles,False,1840037645
West Lake Stevens,West Lake Stevens,,47.9916,-122.1025,United States,US,USA,Washington,Washington,US-WA,state,,1827.1,,,3,America/Los_Angeles,False,1840136837
Ruston,Ruston,,47.2981,-122.5105,United States,US,USA,Washington,Washington,US-WA,state,,1276.0,845.0,845.0,3,America/Los_Angeles,False,1840021132
Colton,Colton,,46.5675,-117.1285,United States,US,USA,Washington,Washington,US-WA,state,,286.0,458.0,458.0,3,America/Los_Angeles,False,1840022315
Warrenville,Warrenville,,47.6604,-122.7707,United States,US,USA,Washington,Washington,US-WA,state,,171.2,,,4,America/Los_Angeles,False,1840120689
Warwick,Warwick,,45.7218,-120.9987,United States,US,USA,Washington,Washington,US-WA,state,,2.1,,,5,America/Los_Angeles,False,1840120690
Merritt,Merritt,,47.781,-120.8432,United States,US,USA,Washington,Washington,US-WA,state,,12.0,,,4,America/Los_Angeles,False,1840037795
Kenmore,Kenmore,,47.7516,-122.2489,United States,US,USA,Washington,Washington,US-WA,state,,1450.0,23097.0,23097.0,3,America/Los_Angeles,False,1840018423
Sappho,Sappho,,48.0701,-124.2794,United States,US,USA,Washington,Washington,US-WA,state,,10.6,,,4,America/Los_Angeles,False,1840037815
Shaw Island,Shaw Island,,48.5843,-122.9291,United States,US,USA,Washington,Washington,US-WA,state,,17.0,,,4,America/Los_Angeles,False,1840037589
Sheffler,Sheffler,,46.4087,-118.6358,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120021
Semiahmoo,Semiahmoo,,48.989,-122.7732,United States,US,USA,Washington,Washington,US-WA,state,,162.4,,,4,America/Vancouver,False,1840120017
Servia,Servia,,46.9229,-118.7547,United States,US,USA,Washington,Washington,US-WA,state,,0.1,,,5,America/Los_Angeles,False,1840120018
Panakanic,Panakanic,,45.8971,-121.322,United States,US,USA,Washington,Washington,US-WA,state,,1.0,,,5,America/Los_Angeles,False,1840120750
McKenna,McKenna,,46.9365,-122.55,United States,US,USA,Washington,Washington,US-WA,state,,316.0,892.0,892.0,3,America/Los_Angeles,False,1840023836
Lower Elochoman,Lower Elochoman,,46.2185,-123.3698,United States,US,USA,Washington,Washington,US-WA,state,,75.0,297.0,297.0,3,America/Los_Angeles,False,1840041981
Maplewood,Maplewood,,47.3716,-122.5689,United States,US,USA,Washington,Washington,US-WA,state,,236.0,5072.0,5072.0,3,America/Los_Angeles,False,1840037569
Uncas,Uncas,,47.9876,-122.8829,United States,US,USA,Washington,Washington,US-WA,state,,13.3,,,4,America/Los_Angeles,False,1840120678
Crawford,Crawford,,45.8029,-122.4848,United States,US,USA,Washington,Washington,US-WA,state,,78.2,,,4,America/Los_Angeles,False,1840120472
Thrift,Thrift,,47.0526,-122.2523,United States,US,USA,Washington,Washington,US-WA,state,,347.3,,,4,America/Los_Angeles,False,1840120070
Tucannon,Tucannon,,46.489,-117.9602,United States,US,USA,Washington,Washington,US-WA,state,,0.8,,,5,America/Los_Angeles,False,1840120077
Elbe,Elbe,,46.7653,-122.1946,United States,US,USA,Washington,Washington,US-WA,state,,356.0,53.0,53.0,3,America/Los_Angeles,False,1840017364
Copalis Beach,Copalis Beach,,47.1205,-124.1722,United States,US,USA,Washington,Washington,US-WA,state,,60.0,578.0,578.0,3,America/Los_Angeles,False,1840017356
Heisson,Heisson,,45.8248,-122.4912,United States,US,USA,Washington,Washington,US-WA,state,,86.6,,,4,America/Los_Angeles,False,1840120542
